ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;Date
1859;1901;1859;Philippe Ginestet  ;1,5;70;01-31-2024
1860;2286;1860;Li Li;1,5;58;01-31-2024
1861;1955;1861;Amnon Shashua;1,5;63;01-31-2024
1862;1977;1862;Jens von Bahr;1,5;52;01-31-2024
1863;3045;1863;Gao Xingjiang;1,5;60;01-31-2024
1864;1998;1864;Amit Burman;1,5;54;01-31-2024
1865;1943;1865;Anne Marie See Pastor;1,5;;01-31-2024
1866;1944;1866;George Pastor;1,5;;01-31-2024
1867;1951;1867;Carlos Rodriguez-Pastor;1,5;64;01-31-2024
1868;2407;1868;Robert Fisher;1,5;70;01-31-2024
1869;1801;1869;Gao Yi  ;1,5;55;01-31-2024
1870;1880;1870;Alexandra Andresen;1,5;27;01-31-2024
1871;1881;1871;Katharina Andresen;1,5;28;01-31-2024
1872;1952;1872;Christopher Rokos;1,5;53;01-31-2024
1873;1938;1873;Robert Mouawad;1,5;79;01-31-2024
1874;1623;1874;Masaaki Arai;1,5;58;01-31-2024
1875;1693;1875;Yan Zhi;1,5;51;01-31-2024
1876;2267;1876;Richard Hayne;1,5;76;01-31-2024
1877;2086;1877;Alfred West Jr;1,5;81;01-31-2024
1878;1976;1878;Kenny Troutt;1,5;76;01-31-2024
1879;1829;1879;Jim McKelvey;1,5;58;01-31-2024
1880;1843;1880;Evgeny (Eugene) Shvidler;1,5;59;01-31-2024
1881;1870;1881;Yi Dasheng;1,5;63;01-31-2024
1882;1711;1882;Yasuhiro Fukushima;1,5;76;01-31-2024
1883;1397;1883;Wang Wenmo;1,5;67;01-31-2024
1884;1909;1884;Niranjan Hiranandani;1,5;73;01-31-2024
1885;2176;1885;Carsten Maschmeyer;1,5;64;01-31-2024
1886;1888;1886;Saket Burman;1,5;46;01-31-2024
1887;1926;1887;Li Jiaquan;1,5;60;01-31-2024
1888;1364;1888;Lai Shixian;1,5;49;01-31-2024
1889;1889;1889;Ahmet Calik;1,5;65;01-31-2024
1890;1895;1890;Federico De Nora;1,5;55;01-31-2024
1891;1911;1891;Archie Hwang;1,5;71;01-31-2024
1892;1912;1892;Peter Jackson;1,5;62;01-31-2024
1893;3046;1893;Jia Tianjiang  ;1,5;61;01-31-2024
1894;2282;1894;Suresh Krishna;1,5;87;01-31-2024
1895;1154;1895;Deng Weiming  ;1,5;55;01-31-2024
1896;1935;1896;Romano Minozzi;1,5;88;01-31-2024
1897;3047;1897;Wang Ning  ;1,5;37;01-31-2024
1898;2432;1898;Sunjay Kapur;1,5;52;01-31-2024
1899;2210;1899;John Van Lieshout;1,5;78;01-31-2024
1900;2003;1900;Sasson Dayan  ;1,5;83;01-31-2024
1901;1990;1901;Zhou Zongwen  ;1,5;66;01-31-2024
1902;1059;1902;Li Weiguo;1,5;59;01-31-2024
1903;3048;1903;Wu Kai;1,5;56;01-31-2024
1904;1962;1904;Axel Stawski;1,5;73;01-31-2024
1905;1918;1905;Sidney Kimmel;1,5;96;01-31-2024
1906;1913;1906;Stephen Jarislowsky;1,5;98;01-31-2024
1907;1818;1907;Eiichi Kuriwada;1,5;77;01-31-2024
1908;1898;1908;Egon Durban;1,5;50;01-31-2024
1909;1903;1909;Esther Grether;1,5;88;01-31-2024
1910;1936;1910;Greg Mondre;1,5;49;01-31-2024
1911;1987;1911;Justin Yuan;1,5;;01-31-2024
1912;1906;1912;Kenneth Hao;1,5;55;01-31-2024
1913;1948;1913;Mike Repole;1,5;56;01-31-2024
1914;1968;1914;Tang Binsen;1,5;41;01-31-2024
1915;1969;1915;Tang Rui;1,5;48;01-31-2024
1916;1983;1916;Xu Zhenhua;1,5;;01-31-2024
1917;1939;1917;Jerry Moyes  ;1,5;80;01-31-2024
1918;1886;1918;Zadik Bino  ;1,5;80;01-31-2024
1919;2979;1919;Sunil Vachani;1,5;55;01-31-2024
1920;947;1920;Yin Yee Lee;1,5;72;01-31-2024
1921;2191;1921;Igor Rotenberg;1,5;50;01-31-2024
1922;1997;1922;Vladimir Bogdanov;1,5;72;01-31-2024
1923;1896;1923;Bharat Desai;1,5;71;01-31-2024
1924;1406;1924;Zhao Fenggang;1,5;58;01-31-2024
1925;1780;1925;Louis Bacon;1,5;67;01-31-2024
1926;1518;1926;Aloke Lohia;1,5;65;01-31-2024
1927;1884;1927;Barbara Benetton;1,5;54;01-31-2024
1928;2076;1928;Charlotte Soderstrom;1,5;47;01-31-2024
1929;2061;1929;Tom Persson;1,5;39;01-31-2024
1930;1974;1930;Carmen Thyssen;1,5;80;01-31-2024
1931;1950;1931;Kishin RK;1,5;40;01-31-2024
1932;1920;1932;Raj Kumar;1,5;69;01-31-2024
1933;2000;1933;Steve Case;1,5;65;01-31-2024
1934;1991;1934;Antti Aarnio-Wihuri;1,5;83;01-31-2024
1935;2150;1935;George Joseph;1,5;102;01-31-2024
1936;2264;1936;Saroj Rani Gupta;1,5;73;01-31-2024
1937;1673;1937;Anatoly Sedykh;1,5;59;01-31-2024
1938;2115;1938;Shyam Bhartia;1,5;71;01-31-2024
1939;2114;1939;Hari Bhartia;1,5;67;01-31-2024
1940;1900;1940;Alan Gerry;1,5;95;01-31-2024
1941;1694;1941;Yoshiaki Yoshida;1,5;83;01-31-2024
1942;2034;1942;Lee Ho-jin;1,5;61;01-31-2024
1943;1679;1943;Sze Man Bok;1,5;74;01-31-2024
1944;2458;1944;G.V. Prasad;1,5;63;01-31-2024
1945;1802;1945;Giammaria Giuliani;1,5;45;01-31-2024
1946;1996;1946;John Bloor;1,5;80;01-31-2024
1947;1853;1947;Chris Wallin;1,5;71;01-31-2024
1948;2330;1948;Mike Speiser;1,5;53;01-31-2024
1949;2046;1949;Lucia Maggi  ;1,5;91;01-31-2024
1950;2126;1950;Eduardo Costantini;1,5;77;01-31-2024
1951;1756;1951;Keiichi Shibahara;1,5;59;01-31-2024
1952;1383;1952;Alice Schwartz;1,5;97;01-31-2024
1953;1776;1953;Syed Mokhtar AlBukhary;1,5;72;01-31-2024
1954;1945;1954;Nelson Peltz;1,5;81;01-31-2024
1955;2532;1955;William Fisher;1,5;66;01-31-2024
1956;1329;1956;Tian Ming;1,5;70;01-31-2024
1957;694;1957;Paul Lee;1,5;66;01-31-2024
1958;2120;1958;Richard Chang;1,5;77;01-31-2024
1959;2919;1959;Stanley Tang;1,5;31;01-31-2024
1960;2070;1960;Carlos Sanchez;1,5;62;01-31-2024
1961;2103;1961;Soegiarto Adikoesoemo;1,5;85;01-31-2024
1962;2045;1962;Brandt Louie;1,5;80;01-31-2024
1963;1916;1963;Ke Xiping  ;1,5;63;01-31-2024
1964;2546;1964;Inder Jaisinghani;1,5;70;01-31-2024
1965;1253;1965;Doris Fisher;1,5;92;01-31-2024
1966;1883;1966;Mori Arkin;1,5;71;01-31-2024
1967;2016;1967;Christoph Henkel;1,5;65;01-31-2024
1968;2145;1968;Mitchell Jacobson;1,5;72;01-31-2024
1969;1975;1969;Tran Ba Duong  ;1,5;63;01-31-2024
1970;2174;1970;George Marcus;1,5;82;01-31-2024
1971;2408;1971;Bernd Freier;1,4;67;01-31-2024
1972;1973;1972;David Teoh;1,4;68;01-31-2024
1973;1876;1973;Shiv Kishan Agrawal;1,4;83;01-31-2024
1974;2027;1974;Kwee Liong Keng;1,4;78;01-31-2024
1975;2028;1975;Kwee Liong Phing;1,4;66;01-31-2024
1976;2029;1976;Kwee Liong Seen;1,4;71;01-31-2024
1977;2030;1977;Kwee Liong Tek;1,4;77;01-31-2024
1978;1543;1978;Zhang Wanzhen;1,4;74;01-31-2024
1979;2936;1979;Andy Fang;1,4;31;01-31-2024
1980;1929;1980;Scott Lin;1,4;91;01-31-2024
1981;2089;1981;Swift Xie;1,4;44;01-31-2024
1982;1587;1982;Lin Dingqiang  ;1,4;57;01-31-2024
1983;1971;1983;Jeff Tangney;1,4;51;01-31-2024
1984;2037;1984;Bernard Lewis  ;1,4;97;01-31-2024
1985;1759;1985;Alain Taravella;1,4;76;01-31-2024
1986;1677;1986;Suh Kyung-bae;1,4;61;01-31-2024
1987;2832;1987;Thierry Cruanes;1,4;56;01-31-2024
1988;2815;1988;Gu Wei;1,4;59;01-31-2024
1989;1842;1989;Yuri Shefler;1,4;56;01-31-2024
1990;2439;1990;Arvind Lal;1,4;74;01-31-2024
1991;1309;1991;Li Haiyan;1,4;;01-31-2024
1992;1827;1992;Vincent Lo;1,4;75;01-31-2024
1993;2161;1993;Lee Hae-jin;1,4;56;01-31-2024
1994;2158;1994;Eduard Kucera;1,4;71;01-31-2024
1995;1150;1995;Chen Zhiping;1,4;48;01-31-2024
1996;2268;1996;Michael Heine;1,4;74;01-31-2024
1997;2508;1997;Anna Maria Braun;1,4;45;01-31-2024
1998;2509;1998;Johanna Braun;1,4;44;01-31-2024
1999;2510;1999;Karl Friedrich Braun;1,4;41;01-31-2024
2000;1733;2000;Lau Cho Kun;1,4;88;01-31-2024
2001;1113;2001;Li Zhongchu;1,4;60;01-31-2024
2002;2523;2002;Kochouseph Chittilappilly;1,4;73;01-31-2024
2003;1769;2003;Yang Xuegang;1,4;59;01-31-2024
2004;2017;2004;Daniel Hirschfeld;1,4;82;01-31-2024
2005;2040;2005;Jenny Linden Urnes;1,4;52;01-31-2024
2006;1392;2006;Tang Jinkui  ;1,4;68;01-31-2024
2007;1440;2007;Andrei Krivenko;1,4;48;01-31-2024
2008;2015;2008;He Xiaopeng;1,4;46;01-31-2024
2009;1459;2009;Ni Zugen;1,4;67;01-31-2024
2010;2064;2010;M.Satyanarayana Reddy;1,4;66;01-31-2024
2011;1857;2011;Dan Wilks;1,4;67;01-31-2024
2012;1908;2012;He Zhenggang;1,4;69;01-31-2024
2013;1994;2013;Binny Bansal;1,4;41;01-31-2024
2014;2054;2014;Marius Nacht;1,4;58;01-31-2024
2015;1891;2015;Chang Kuo-Hua;1,4;69;01-31-2024
2016;2068;2016;Subhash Runwal;1,4;80;01-31-2024
2017;1356;2017;Hao Hong;1,4;68;01-31-2024
2018;2875;2018;Wang Jianyi;1,4;61;01-31-2024
2019;1937;2019;Mario Moretti Polegato  ;1,4;71;01-31-2024
2020;3049;2020;Ziyavudin Magomedov;1,4;55;01-31-2024
2021;1704;2021;Chen Kaichen;1,4;;01-31-2024
2022;2008;2022;Ali Ghodsi;1,4;45;01-31-2024
2023;2013;2023;Ayman Hariri;1,4;45;01-31-2024
2024;2257;2024;David Feffer;1,4;67;01-31-2024
2025;2130;2025;Annalisa Doris;1,4;53;01-31-2024
2026;2044;2026;Anatoly Lomakin;1,4;71;01-31-2024
2027;2131;2027;Massimo Doris;1,4;56;01-31-2024
2028;2200;2028;Diana Teh Li Shing;1,4;;01-31-2024
2029;2177;2029;Lillian Teh Li Ming;1,4;;01-31-2024
2030;2143;2030;Lillyn Teh Li Hua;1,4;;01-31-2024
2031;2184;2031;William Teh Lee Pang;1,4;;01-31-2024
2032;1469;2032;Timothy Springer;1,4;75;01-31-2024
2033;2402;2033;Henry Engelhardt;1,4;66;01-31-2024
2034;1724;2034;Keeree Kanjanapas;1,4;73;01-31-2024
2035;2067;2035;Boris Rotenberg;1,4;67;01-31-2024
2036;1981;2036;Gordon Wu;1,4;88;01-31-2024
2037;2071;2037;Martin Selig;1,4;87;01-31-2024
2038;2321;2038;Dhruv Sawhney;1,4;79;01-31-2024
2039;1851;2039;Tseng Sing-ai;1,4;;01-31-2024
2040;2051;2040;Miao Shouliang;1,4;69;01-31-2024
2041;2006;2041;J. Christopher Flowers;1,4;66;01-31-2024
2042;3050;2042;Shay Banon;1,4;46;01-31-2024
2043;2527;2043;Benoit Dageville;1,4;57;01-31-2024
2044;1817;2044;Pyotr Kondrashev;1,4;74;01-31-2024
2045;2352;2045;Cameron Winklevoss;1,4;42;01-31-2024
2046;2353;2046;Tyler Winklevoss;1,4;42;01-31-2024
2047;1767;2047;Wu Lanlan  ;1,4;50;01-31-2024
2048;2168;2048;Itamar Locks  ;1,4;69;01-31-2024
2049;2171;2049;Blairo Maggi;1,4;67;01-31-2024
2050;1401;2050;Xu Yingzhuo;1,4;56;01-31-2024
2051;1823;2051;Li Sze Lim;1,4;66;01-31-2024
2052;1754;2052;Ruan Shuilong  ;1,4;88;01-31-2024
2053;2065;2053;Mochtar Riady  ;1,4;94;01-31-2024
2054;2511;2054;Ludwig Theodor Braun;1,4;34;01-31-2024
2055;1934;2055;Bruce Mathieson;1,4;79;01-31-2024
2056;2113;2056;Othman Benjelloun  ;1,4;91;01-31-2024
2057;2472;2057;Sehat Sutardja;1,4;62;01-31-2024
2058;1485;2058;Yu Qibing  ;1,4;58;01-31-2024
2059;1825;2059;Li Weiwei;1,4;47;01-31-2024
2060;2056;2060;Vadim Novinsky;1,4;60;01-31-2024
2061;3051;2061;Shao Genhuo;1,4;58;01-31-2024
2062;3221;2062;Mehmet Sinan Tara;1,4;65;01-31-2024
2063;3052;2063;Shalom Meckenzie;1,4;47;01-31-2024
2064;1873;2064;Zhang Xuexin  ;1,4;76;01-31-2024
2065;2066;2065;Rihanna;1,4;35;01-31-2024
2066;2399;2066;Carmen Daurella Aguilera;1,4;;01-31-2024
2067;1646;2067;Jin Lei;1,4;69;01-31-2024
2068;3053;2068;Ryan Graves;1,4;40;01-31-2024
2069;2909;2069;Rubens Menin Teixeira de Souza;1,4;67;01-31-2024
2070;3054;2070;Zhou Hongyi;1,4;53;01-31-2024
2071;2060;2071;David Paul;1,4;57;01-31-2024
2072;2075;2072;Jared Smith;1,4;49;01-31-2024
2073;1992;2073;Alberto Alcocer;1,4;81;01-31-2024
2074;2346;2074;Thomas von Koch;1,4;57;01-31-2024
2075;1845;2075;Zakhar Smushkin;1,4;62;01-31-2024
2076;2228;2076;Hamad bin Jassim bin Jaber Al Thani;1,4;64;01-31-2024
2077;1980;2077;Farris Wilks;1,4;71;01-31-2024
2078;2234;2078;Danna Azrieli;1,4;56;01-31-2024
2079;2235;2079;Naomi Azrieli;1,4;58;01-31-2024
2080;2236;2080;Sharon Azrieli;1,4;63;01-31-2024
2081;2031;2081;Kwek Leng Keow;1,4;72;01-31-2024
2082;2032;2082;Kwek Leng Peck;1,4;68;01-31-2024
2083;1646;2083;Jin Lei;1,4;58;01-31-2024
2084;1910;2084;Ho Hung Anh;1,4;53;01-31-2024
2085;1810;2085;Hui Lin Chit;1,4;70;01-31-2024
2086;2012;2086;Torstein Hagen;1,4;80;01-31-2024
2087;2323;2087;Antonio Luiz Seabra;1,4;81;01-31-2024
2088;2025;2088;Hemendra Kothari;1,4;77;01-31-2024
2089;2084;2089;Werner O. Weber;1,4;84;01-31-2024
2090;3055;2090;Jet Jie Li;1,4;49;01-31-2024
2091;1837;2091;Francisco Jose Riberas Mera;1,4;59;01-31-2024
2092;2035;2092;Michael Lee-Chin;1,3;73;01-31-2024
2093;1335;2093;Wang Zhenhua;1,3;61;01-31-2024
2094;1872;2094;Zeng Kaitian;1,3;49;01-31-2024
2095;1670;2095;Krit Ratanarak;1,3;77;01-31-2024
2096;1882;2096;Patricia Angelini Rossi;1,3;69;01-31-2024
2097;2575;2097;Real Plourde;1,3;;01-31-2024
2098;2403;2098;Daniel Feffer;1,3;64;01-31-2024
2099;2454;2099;Sjamsul Nursalim;1,3;82;01-31-2024
2100;1615;2100;Xie Juhua  ;1,3;73;01-31-2024
2101;1772;2101;Zhang Xiaojuan;1,3;54;01-31-2024
2102;2048;2102;Mao Lixiang  ;1,3;83;01-31-2024
2103;2260;2103;Gary Friedman;1,3;66;01-31-2024
2104;2141;2104;Heikki Herlin;1,3;37;01-31-2024
2105;2186;2105;Jupally Rameshwar Rao;1,3;68;01-31-2024
2106;2337;2106;Tony Tan Caktiong;1,3;71;01-31-2024
2107;2460;2107;Rao Wei  ;1,3;59;01-31-2024
2108;2404;2108;Ruben Feffer;1,3;;01-31-2024
2109;2292;2109;Cargill MacMillan III.;1,3;64;01-31-2024
2110;2293;2110;John MacMillan;1,3;74;01-31-2024
2111;2294;2111;Martha MacMillan;1,3;72;01-31-2024
2112;2295;2112;William MacMillan;1,3;69;01-31-2024
2113;2668;2113;Che Jianxing;1,3;57;01-31-2024
2114;2180;2114;Randal Nardone;1,3;68;01-31-2024
2115;2397;2115;Cho Jyh-jer;1,3;;01-31-2024
2116;2310;2116;Mark Pincus;1,3;57;01-31-2024
2117;2488;2117;Wu Li-gann;1,3;83;01-31-2024
2118;1838;2118;Juan Maria Riberas Mera;1,3;55;01-31-2024
2119;3056;2119;Zhang Liguo;1,3;60;01-31-2024
2120;1730;2120;Christopher Kwok;1,3;37;01-31-2024
2121;1731;2121;Edward Kwok;1,3;42;01-31-2024
2122;1878;2122;Hamdi Akin  ;1,3;69;01-31-2024
2123;1824;2123;Li Wa;1,3;58;01-31-2024
2124;2486;2124;Horst Wortmann;1,3;82;01-31-2024
2125;2144;2125;Gregg Hymowitz;1,3;58;01-31-2024
2126;2139;2126;Joel Greenberg;1,3;66;01-31-2024
2127;3057;2127;Manuel Lao Hernandez;1,3;79;01-31-2024
2128;2462;2128;Matthew Roszak;1,3;51;01-31-2024
2129;1866;2129;Xue Xiangdong  ;1,3;64;01-31-2024
2130;2259;2130;Ben Francis;1,3;31;01-31-2024
2131;1353;2131;Fu Guangming  ;1,3;70;01-31-2024
2132;2747;2132;Li Xuhui;1,3;55;01-31-2024
2133;2218;2133;Wu Xushun  ;1,3;75;01-31-2024
2134;3058;2134;Ramesh Kunhikannan;1,3;59;01-31-2024
2135;2324;2135;Eric Ya Shen;1,3;53;01-31-2024
2136;2308;2136;Jose Isaac Peres  ;1,3;83;01-31-2024
2137;2256;2137;Fang Hongbo;1,3;57;01-31-2024
2138;2111;2138;Elena Baturina;1,3;60;01-31-2024
2139;2939;2139;Mustafa Hamied;1,3;83;01-31-2024
2140;2344;2140;Sandro Veronesi  ;1,3;64;01-31-2024
2141;2173;2141;Charlwin Mao;1,3;;01-31-2024
2142;2185;2142;Qu Miranda;1,3;39;01-31-2024
2143;3059;2143;Takaya Awata;1,3;62;01-31-2024
2144;2280;2144;Christine Knauf;1,3;;01-31-2024
2145;2281;2145;Karl Knauf;1,3;;01-31-2024
2146;2179;2146;Jahm Najafi;1,3;60;01-31-2024
2147;2092;2147;Yu Peidi;1,3;64;01-31-2024
2148;2844;2148;George Alexander Muthoot;1,3;68;01-31-2024
2149;2845;2149;George Jacob Muthoot;1,3;71;01-31-2024
2150;2846;2150;George Thomas Muthoot;1,3;73;01-31-2024
2151;2847;2151;Sara George Muthoot;1,3;63;01-31-2024
2152;2340;2152;Lina Tombolato;1,3;76;01-31-2024
2153;2707;2153;Lai Jianping;1,3;;01-31-2024
2154;2108;2154;Ziv Aviram;1,3;65;01-31-2024
2155;1545;2155;Zhou Jian;1,3;47;01-31-2024
2156;2157;2156;Michael Krasny;1,3;70;01-31-2024
2157;2005;2157;John Farber;1,3;98;01-31-2024
2158;2465;2158;Dean Solon;1,3;59;01-31-2024
2159;1978;2159;Wang Junmin;1,3;55;01-31-2024
2160;1965;2160;Su Suyu  ;1,3;75;01-31-2024
2161;2858;2161;Adam Foroughi;1,3;43;01-31-2024
2162;3060;2162;Michael Rees;1,3;48;01-31-2024
2163;2100;2163;Zhou Chengjian;1,3;58;01-31-2024
2164;1487;2164;Zhang Ning;1,3;49;01-31-2024
2165;1933;2165;Youssef Mansour;1,3;78;01-31-2024
2166;2627;2166;Axel Oberwelland;1,3;57;01-31-2024
2167;2138;2167;Simona Giorgetta;1,3;46;01-31-2024
2168;2351;2168;Drorit Wertheim;1,3;68;01-31-2024
2169;2709;2169;Xu Chuanhua  ;1,3;89;01-31-2024
2170;2133;2170;Timothy Dunn  ;1,3;68;01-31-2024
2171;2473;2171;Min-Liang Tan;1,3;46;01-31-2024
2172;1465;2172;Richard Saghian;1,3;42;01-31-2024
2173;2203;2173;Hal Steinbrenner;1,3;55;01-31-2024
2174;2205;2174;Jennifer Steinbrenner Swindal;1,3;64;01-31-2024
2175;2204;2175;Jessica Steinbrenner;1,3;59;01-31-2024
2176;2109;2176;Sachin Bansal;1,3;42;01-31-2024
2177;2155;2177;Seth Klarman;1,3;66;01-31-2024
2178;2585;2178;Haryanto Tjiptodihardjo;1,3;60;01-31-2024
2179;2333;2179;Michael Steinhardt;1,3;83;01-31-2024
2180;2178;2180;Martin Moller Nielsen;1,3;59;01-31-2024
2181;2303;2181;Neide Helena de Moraes;1,3;68;01-31-2024
2182;2255;2182;Jose Ermirio de Moraes Neto;1,3;71;01-31-2024
2183;2254;2183;Jose Roberto Ermirio de Moraes;1,3;66;01-31-2024
2184;2861;2184;Premchand Godha;1,3;77;01-31-2024
2185;2312;2185;Forrest Preston;1,3;90;01-31-2024
2186;1784;2186;Josef Boquoi  ;1,3;90;01-31-2024
2187;3001;2187;Ronald Clarke;1,3;68;01-31-2024
2188;2049;2188;David McMurtry;1,3;83;01-31-2024
2189;2961;2189;Bob Muglia;1,3;64;01-31-2024
2190;1735;2190;Lei Jufang;1,3;71;01-31-2024
2191;1885;2191;Angela Bennett;1,3;79;01-31-2024
2192;1477;2192;Wang Linpeng;1,3;55;01-31-2024
2193;2309;2193;Markus Persson;1,3;44;01-31-2024
2194;2589;2194;Shigefumi Wada;1,3;71;01-31-2024
2195;2193;2195;Deniz Sahenk;1,3;78;01-31-2024
2196;2398;2196;Weili Dai;1,3;62;01-31-2024
2197;2335;2197;Eddy Sugianto;1,3;77;01-31-2024
2198;1468;2198;Shu Ping;1,3;;01-31-2024
2199;3061;2199;Hartley Rogers;1,3;64;01-31-2024
2200;2390;2200;Chang Jing;1,3;41;01-31-2024
2201;3062;2201;Christoffel Wiese;1,3;82;01-31-2024
2202;2258;2202;Zsolt Felcsuti;1,3;52;01-31-2024
2203;3063;2203;Hua Xuande  ;1,3;80;01-31-2024
2204;2735;2204;Chen Huwen;1,3;53;01-31-2024
2205;2225;2205;Kostyantin Zhevago;1,3;50;01-31-2024
2206;2431;2206;Fumio Kaneko;1,3;67;01-31-2024
2207;1757;2207;Rajju Shroff;1,3;90;01-31-2024
2208;2550;2208;Ashok Kajaria;1,3;76;01-31-2024
2209;3064;2209;Li Fengluan;1,3;62;01-31-2024
2210;2291;2210;Frederic Luddy;1,3;69;01-31-2024
2211;2378;2211;Lloyd Blankfein;1,2;69;01-31-2024
2212;2311;2212;Murdaya Poo;1,2;83;01-31-2024
2213;2284;2213;Lee Su-jin;1,2;46;01-31-2024
2214;2342;2214;Joop van den Ende;1,2;81;01-31-2024
2215;1168;2215;Li Guoqiang;1,2;60;01-31-2024
2216;2283;2216;Guy Laliberte;1,2;64;01-31-2024
2217;2316;2217;Hugo Ribeiro  ;1,2;;01-31-2024
2218;2307;2218;Vitaly Orlov;1,2;59;01-31-2024
2219;2319;2219;Thomas Sandell;1,2;63;01-31-2024
2220;2448;2220;Lyu Yixiong;1,2;61;01-31-2024
2221;2446;2221;Jeffrey Lorberbaum;1,2;69;01-31-2024
2222;2249;2222;Richard Desmond;1,2;72;01-31-2024
2223;2252;2223;Mathias Doepfner;1,2;61;01-31-2024
2224;2245;2224;Chung Yong-jin;1,2;55;01-31-2024
2225;2422;2225;Huang Shan;1,2;53;01-31-2024
2226;2129;2226;Aydin Dogan;1,2;87;01-31-2024
2227;2266;2227;Fahed Hariri;1,2;43;01-31-2024
2228;2101;2228;Boris Zingarevich;1,2;64;01-31-2024
2229;2689;2229;Candido Pinheiro Koren de Lima  ;1,2;77;01-31-2024
2230;1653;2230;Luo Yangyong  ;1,2;48;01-31-2024
2231;3065;2231;Tory Burch;1,2;57;01-31-2024
2232;2110;2232;Kiki Barki;1,2;84;01-31-2024
2233;2864;2233;Peter Kelly;1,2;66;01-31-2024
2234;2467;2234;Joseph Steinberg;1,2;79;01-31-2024
2235;1486;2235;Yuan Fugen  ;1,2;73;01-31-2024
2236;1266;2236;Pan Laican;1,2;;01-31-2024
2237;1993;2237;Nigel Austin;1,2;53;01-31-2024
2238;1565;2238;Dong Fan;1,2;;01-31-2024
2239;2274;2239;Shirley Kao;1,2;67;01-31-2024
2240;2233;2240;Mehmet Aydinlar;1,2;67;01-31-2024
2241;3066;2241;Gary Tharaldson;1,2;78;01-31-2024
2242;3067;2242;Edir Macedo  ;1,2;79;01-31-2024
2243;2216;2243;Myron Wentz;1,2;84;01-31-2024
2244;1675;2244;Shen Xiqiang  ;1,2;75;01-31-2024
2245;1761;2245;Kenneth Tuchman;1,2;64;01-31-2024
2246;2230;2246;Jose Maria Aristrain;1,2;61;01-31-2024
2247;2413;2247;Pavel Golubkov;1,2;47;01-31-2024
2248;1865;2248;Xiang Guangming  ;1,2;60;01-31-2024
2249;2261;2249;Dan Gertler;1,2;50;01-31-2024
2250;2247;2250;Diego Della Valle;1,2;70;01-31-2024
2251;2331;2251;Marco Squinzi;1,2;52;01-31-2024
2252;2332;2252;Veronica Squinzi;1,2;52;01-31-2024
2253;1691;2253;Wu Yingming;1,2;57;01-31-2024
2254;1849;2254;Michael Tojner;1,2;57;01-31-2024
2255;2418;2255;He Zuxun;1,2;58;01-31-2024
2256;2336;2256;Luc Tack;1,2;62;01-31-2024
2257;1557;2257;Chen Qiongxiang;1,2;;01-31-2024
2258;2334;2258;Ion Stoica;1,2;58;01-31-2024
2259;2314;2259;Jimmy Rane;1,2;77;01-31-2024
2260;2263;2260;Lawrence Golub;1,2;64;01-31-2024
2261;2365;2261;Matei Zaharia;1,2;38;01-31-2024
2262;2232;2262;Tope Awotona;1,2;42;01-31-2024
2263;2021;2263;Ke Zunhong  ;1,2;69;01-31-2024
2264;2468;2264;Zachary Stern;1,2;42;01-31-2024
2265;2063;2265;Qin Long;1,2;58;01-31-2024
2266;2167;2266;Liu Gexin  ;1,2;72;01-31-2024
2267;2059;2267;Pan Shiyi;1,2;61;01-31-2024
2268;2514;2268;Hideyuki Busujima;1,2;71;01-31-2024
2269;2194;2269;Nobutada Saji;1,2;78;01-31-2024
2270;1349;2270;Chen Xueli;1,2;72;01-31-2024
2271;2302;2271;Ulrich Mommert  ;1,2;83;01-31-2024
2272;3068;2272;Cristina Junqueira;1,2;41;01-31-2024
2273;2479;2273;Arkady Volozh;1,2;59;01-31-2024
2274;2901;2274;John Krystynak;1,2;55;01-31-2024
2275;1643;2275;Wei Huang;1,2;64;01-31-2024
2276;2424;2276;Hiroshi Ishibashi;1,2;77;01-31-2024
2277;2269;2277;Orion Hindawi;1,2;44;01-31-2024
2278;3069;2278;Summerfield Johnston Jr;1,2;91;01-31-2024
2279;2417;2279;Polys Haji-Ioannou;1,2;64;01-31-2024
2280;1758;2280;Sun Huaiqing  ;1,2;54;01-31-2024
2281;3070;2281;Zhou Yahui;1,2;46;01-31-2024
2282;2038;2282;Li Jinyang;1,2;;01-31-2024
2283;3071;2283;Raamdeo Agrawal;1,2;67;01-31-2024
2284;2246;2284;Darwin Deason;1,2;83;01-31-2024
2285;2077;2285;Anand Surana;1,2;52;01-31-2024
2286;2078;2286;Dilip Surana;1,2;58;01-31-2024
2287;2380;2287;Stephane Bonvin;1,2;57;01-31-2024
2288;2172;2288;Yasseen Mansour;1,2;62;01-31-2024
2289;3072;2289;Magic Johnson;1,2;64;01-31-2024
2290;1775;2290;Noubar Afeyan;1,2;61;01-31-2024
2291;2354;2291;Wu Chung-yi;1,2;68;01-31-2024
2292;2673;2292;Nan Cunhui;1,2;60;01-31-2024
2293;2587;2293;Kenzo Tsujimoto;1,2;83;01-31-2024
2294;1121;2294;Pan Dong;1,2;59;01-31-2024
2295;2493;2295;Yao Hsiao Tung;1,2;84;01-31-2024
2296;2069;2296;Igor Rybakov;1,2;51;01-31-2024
2297;2024;2297;Sergei Kolesnikov;1,2;51;01-31-2024
2298;3073;2298;Max Levchin;1,2;48;01-31-2024
2299;2052;2299;Miao Yongjun;1,2;56;01-31-2024
